|vacancy|is_trainee|is_junior|is_middle|is_senior|is_lead|conditions
158|Продавец-консультант цифровой техники|0|0|0|0|0|['Нижний новгород, пл. комсомольская', 'Место работы: калуга, ул. суворова', 'Казань, трк парк хаус, пр. ямашева', 'Нижний новгород, федяково, тц мега', 'Территориально: элиста, ул пушкина', 'Территориально: саратов, ул. зарубина', 'Территориально: ступино, пр-т. победы', 'Территориально: сочи, ул. новая заря.', 'Территориально: серпухов, ш. борисовское', 'Территориально: анапа, ул. астраханская.', 'Место работы: ханты-мансийск, ул. энгельса', 'Гибкий график работы: 2/2 с 10:00 до 22:00', 'Казань, тц сити центр, ул. академика парина', 'Место работы: сургут, нефтеюганское шоссе .', 'Сменный график, возможность выбора выходных', 'Место работы: днс, мытищи, пр-д.шараповский', 'Место работы: железнодорожный ул. советская', 'Территориально: благовещенск, ул. амурская.', 'Своевременная выдача зарплаты 3 раза в месяц', 'Место работы: сургут, нефтеюганское шоссе. .', 'График работы 5/2, 12-20:30, выходные пн, вт', 'График работы 5/2, 11-20:00, выходные пн, вт', 'Место работы: днс ул. молдавская, трц фокус.', 'Место работы: находка, ул. озёрный бульвар .', 'Территориально: казань, ул. академика парина.']
163|Разработчик 1С|1|0|0|0|0|['Чай, кофе и печеньки', 'Своевременная оплата', 'Бонусы по итогам года', 'Прекрасный коллектив.', 'Корпоративный спортзал', 'Работа в офисе (центр)', '3. оформление по тк рф', 'Возможен гибкий график', 'Кофе/чай за счет фирмы', 'Знание основ теории бд', 'Корпоративное обучение', 'Район работы вторчермет', 'Оплачиваемая стажировка', 'Режим работы с 11 до 19', 'Обучение предусмотрено.', 'Через год от 80 000 руб', 'Работа в дружной команде', 'Гибкий график работы 5/2', 'Комфортные условия труда', 'Трудоустройство по тк рф', 'Место работы: ул. дачная', 'Офис: м. новые черемушки', 'Срок стажировки 3 месяца', 'Возможность командировок', 'Обсуждаются индивидуально']
161|Разработчик 1С|0|0|1|0|0|['Молодой дружный коллектив', '5/2, гибкий график работы', '\u200bскользящий график работы', 'Оплачиваемый отпуск 44 дня', 'Пятидневная рабочая неделя', 'Работа в офисе или удаленно', 'Компенсация мобильной связи', 'Официальное трудоустройство', '100% белая заработная плата', 'Испытательный срок 3 месяца', 'Испытательный срок 2 месяца', 'Официальное оформление по тк', 'Удобный офис в центре москвы', 'Оплата отпуска и больничного', 'Платформа 1с:предприятие 8.х', 'Расширенный социальный пакет', 'Полный рабочий день соц.пакет', 'Трудоустройство согласно тк рф', 'Сложные и разноплановые задачи', 'Возможны гибкие условия труда.', 'Социальный пакет согласно тк рф', 'График работы: 5/2 с 9.00-18.00', 'Оклад+бонусы за успехи в работе', 'Официальное оформление по тк рф', 'Пятидневка, полный рабочий день']
162|Разработчик 1С|0|1|0|0|0|['Срок стажировки 3 месяца', 'Работа в районе 2-й речки', 'Дружный молодой коллектив', 'Обучение за счет компании', 'График работы: 9.00-18.00', 'Комфортный офис класса а+', 'Заведение пользователей 1с', 'Своевременная оплата труда', 'Пятидневная рабочая неделя', 'На территории работодателя.', 'Официальное трудоустройство', 'Уютных офис и рабочее место', 'Испытательный срок 2 месяца', 'Быстрый профессиональный рост', 'Зп 30 000 35 000 руб. в месяц', 'Развитая корпоративная жизнь.', 'Бесплатная, охраняемая стоянка', 'Конкурентная заработная плата.', '\u200b\u200b\u200b\u200b\u200b\u200b пн.-пт, в 8*30 до 17*30', '· работа в стабильной компании', 'Уникальные передовые технологии', 'Мощная серверная инфраструктура', 'Комфортный офис с видом на море', 'График работы: пн-пт 9.00.18.00', 'Работа в команде профессионалов']
160|Разработчик 1С|0|0|0|1|0|['Без командировок.', 'Удаленная работа.', 'График работа 5/2', 'Стабильная работа', 'Полный соц.пакет.', 'Социальный пакет.', 'Интересные задачи', 'Дружный коллектив', 'График работы 5/2', 'Полный соц. пакет', 'Массажный кабинет', 'Интересные задачи.', 'Работа в воронеже.', 'Компенсация спорта', 'Дружный коллектив.', 'Офис г. зеленоград', 'Ежемесячные премии', 'График работы 5/2.', 'Бесплатное питание', 'График работы: 5/2', 'Социальные гарантии', 'График работы: 5\\2.', 'Амбициозные задачи.', 'Компенсация фитнеса', 'Удобный график: 5/2']
159|Разработчик 1С|0|0|0|0|0|['Парковка', 'Столовая', 'Волейбол)', 'Чухлинка.', 'Развозка.', 'Соц.пакет', 'Белая з/п', 'Обучение.', 'Соцпакет.', 'Полис дмс', 'Пятидневка', 'Оплата дмс', 'Полис дмс.', 'График 5/2', 'График 5*2', 'Наличие ип', 'Соц. пакет', 'Знание скд', 'Анализ-&gt', 'Атырау,5/2', 'М.киевская', 'Мощный комп', 'Обсуждаются', 'Опыт работы', 'График 6/1.']
164|Разработчик BI|0|0|0|0|0|['График работы: пн – пт, 9:00 – 18:00', 'Свободу в выборе своего стиля одежды.', 'Работа в крупной, стабильной компании', 'Полностью официальная заработная плата', 'График работы с 9 до 18 либо с 10 до 19', '∙ возможность обучения за счет компании', 'Удобный офис недалеко от мцк нижегородская', 'Работу в команде профессионалов своего дела', 'Работа в команде профессионалов своего дела', 'Стабильная работа в крупном федеральном банке', 'Работа в одном из крупнейших частных банков рф', 'Белая заработная плата (выплата 2 раза в месяц)', '∙ социальный пакет (дмс, тренажерный зал, йога)', 'Высокий уровень дохода (по итогам собеседования)', 'Полная занятость, 5/2, с 9 до 18 ч или с 8 до 17', '∙ белая заработная плата (оклад + годовая премия)', 'Работу на передовой, где никогда не бывает скучно', 'Белая заработная плата (обсуждаем на собеседовании)', 'Гарантированная и прозрачная система выплаты бонусов', 'Офис расположен в бутово (м. бульвар дмитрия донского', 'Понятная система профессионального и карьерного роста', '10 дней оплачиваемого больничного без больничного листа', 'Продолжительность испытательного срока (мес.): 3 месяца', 'Оклад обсуждается индивидуально по итогам собеседования', 'Соц пакет: дмс, фитнес и другие корпоративные мероприятия']
165|Разработчик Delphi|0|0|0|0|0|['Оформление по трудовому кодексу рф', 'График работы 5/2 с 09.00 до 18.00', 'Работа в крупной стабильной компании', 'График работы: 5/2, 9.30 18.00 часов', 'Своевременная белая заработная плата', 'Добровольное медицинское страхование', 'Работа в молодом и дружном коллективе', 'Сильную команду, нацеленную на результат', 'Оформление по тк рф с первого рабочего дня', 'График работы 5/2 с 8:00-17:00/9:00-18:00.', 'Компания оплачивает обучение и сертификацию', 'График работы: 5/2, 9:00-18:00 (обсуждаемо)', 'Официальное трудоустройство (согласно тк рф)', 'Оформление в штат согласно тк рф + соц.пакет', 'Заработная плата обсуждается на собеседовании', 'Заработная плата по результатам собеседования', 'Оклад+полугодовые бонусы (100% белая компания)', 'Работа в профессиональном и дружном коллективе', 'Оклад + полугодовые бонусы (100% белая компания)', 'Возможность профессионального и карьерного роста', 'Высокий уровень дохода (по итогам собеседования)', 'Интересная работа в небольшом, дружном коллективе', 'Оформление согласно тк рф, белая заработная плата', 'Корпоративные мероприятия для сотрудников и детей.', 'Работа в крупной, динамично развивающейся компании']
166|Разработчик Ruby on Rails|0|0|0|0|0|['Офис в г. раменское. бизнес-парк plaza ramstars заработная плата по результатам собеседования.', 'График с пн по пт удаленная работа, общаемся через slack зп: 100-120 т.р. по результатам собеседования', 'Работа в г. красногорск корпоративный транспорт для сотрудников от м.щукинская, строгино, речной вокзал. по новорижскому шоссе (5 мин от мкад)', 'На предприятии имеется своя медсанчасть, профком, турклуб. работа с 9.00 до 17.40, выходные -суббота, воскресенье. оплата труда -два раза в месяц', 'Условия оформление по тк рф молодой коллектив профессионалов гибкий график работы возможность обучения в австрии перспективы профессионального и карьерного роста', 'Конкурентный доход (обсуждается с успешными кандидатами) комфортная работа в команде работа в стабильной компании удаленная работа загрузка на полный рабочий день', 'Домашняя атмосфера и никакого опенспейса! готовы рассмотреть удаленную работу при условии, что сотрудник находится в москве и может время от времени приезжать в офис.', 'Офис в it-парке. испытательный срок 30 дней. парковка для сотрудников компании. молодой и дружный коллектив. работа со сложными и интересными проектами. карьерный рост.', 'Трудоустройство согласно тк рф, полный соцпакет график 5/2 офис с видом на волгу работа в дружном профессиональном коллективе возможность дальнейшего карьерного и профессионального роста', 'Удалённая работа на полный день из дома. также возможна работа из коворкинга, оплату за него возьмём на себя. в дальнейшей перспективе возможно перемещение в офис в москве. оформление по тк рф.', 'Пятидневная рабочая неделя, график работы с 08:30 до 17:00 для сотрудников, детей сотрудников предусмотрены: мастер-классы, творческие мастерские, йога, сборная спортивная команда, экскурсии, парикмахерская, ателье, мойка машин, корпоративные мероприятия. столовая. летнее кафе.', 'Уровень заработной платы обсуждается с успешным кандидатом на собеседовании. удаленная работа. дружный, молодой, профессиональный коллектив. работа в интересной сфере – футбол, хоккей, баскетбол. широкие возможности для профессионального роста и развития. 8-часовой рабочий день, 5/2', 'Работа в стабильной компании, которая активно инвестирует в развитие своей платформы и планирует стать кредитным брокером №1 до конца 2019 года. уютный офис в комфортабельном бизнес-центре с видом на набережную, рядом с метро тульская. дружный коллектив и веселые корпоративы. возможность удаленной работы. «белая» компания. готовы обсуждать уровень зп индивидуально с каждым кандидатом.', 'Работа от 40 часов в неделю (или больше, если хочется, это оплачивается), с возможностью гибкого графика и удаленной работы офис в тихом месте в академгородке (шлюз) в 5 минутах ходьбы от конечной маршрутного такси из академгородка или с речного вокзала, большая бесплатная парковка нет бесконечных и бесполезных планерок зарплата по результатам технического собеседования с возможностью роста с ростом ваших умений возможно заключение договора с ип', 'Конкурентная белая заработная плата оформление по тк рф интересные задачи возможность вместе с нами создавать инновационный продукт посещение профильных конференций, обучение за счет компании крутой полис дмс для сотрудников, включая стоматологию (после успешного прохождения испытательного срока) работа в центре столицы – рядом с метро тверская, охотный ряд, театральная команда молодых и заряженных ребят пятничная пицца + регулярные тимбилдинги делаем то, что в россии еще никто не делал. используем современные технологии и микросервисную архитектуру, умеем выкатывать изменения каждый день. ищем опытных, талантливых и/или смелых. присоединяйтесь! с радостью пообщаемся с вами!']
167|Разработчик SharePoint|0|0|0|0|0|['Профессиональное развитие, интересные задачи', 'Работа в офисе: м. нарвская (10 минут пешком)', 'Отпуск, больничный лист в соответствии с тк рф', 'Социальный пакет: дмс дружный молодой коллектив', 'Перспективы профессионального и карьерного роста', 'Медицинская страховка, оплата питания (3-х разовое)', 'Компания проводит обучение и сертификацию сотрудников', 'Фитнес 50% компенсации за любой, выбранный тобой клуб', 'Дмс, включая стоматологию и полис выезжающего за рубеж', 'Дмс, включая стоматологию и полис выезжающего за рубеж.', 'Возможность расти и развиваться в команде профессионалов', 'Достойный уровень заработной платы, премия по итогам года', 'Дмс, страхование от несчастных случаев и тяжелых заболеваний', 'График: 28 х 28 дней, работа на территории заказчика (г. аксай)', 'Медицинская страховка. мобильная связь. обучение и сертификация.', 'График работы: 5/2 с 10.00 до 19.00 (выходные суббота и воскресенье)', 'Возможность профессионального развития в крупной федеральной компании', 'На территории офиса расположены кухни, столовая, кафе и кофейный киоск', 'Участие в интересных масштабных проектах с заказчиком федерального уровня', 'Участие в интересных масштабных проектах с заказчиками федерального уровня', 'Уровень оплаты зависит от квалификации кандидата. оформление согласно тк рф', 'Дополнительный пакет уже персонально от нашей компании: дмс со стоматологией', 'Возможность обучаться у коллег-экспертов и выходить во вне за новыми знаниями.', 'Материальная помощь и социальная поддержка, корпоративная пенсионная программа', 'Хороший офис в шаговой доступности от метро рязанский проспект. есть парковка.']
168|Разработчик мобильных приложений|0|0|0|0|0|['Компенсация сотовой связи', 'Крупные интересные проекты', 'Оформление строго по тк рф', 'Компенсация мобильной связи', 'Бессрочный трудовой договор', 'График работы 5/2 с 9 до 18', 'Чему бы вы хотели научиться', 'Официальное трудоустройство', 'Офис м. нагорная (крымская)', 'Полное соблюдение норм тк рф', 'Уютный офис в центре города.', 'График работы с 9:00 – 18:00', 'Ежемесячная и годовая премия', 'Испытательный срок 3 месяца.', 'Возможность обучения и роста.', 'Перспективы карьерного роста.', 'Льготные условия кредитования', 'Конкурентная заработная плата', 'Дружная команда профессионалов', 'Работа в комфортабельном офисе', 'Достойный уровень оплаты труда', 'Трудоустройство согласно тк рф', 'Дружный и приветливый коллектив', 'Тип занятости: полная занятость', 'Официальное оформление по тк рф']
169|Руководитель IT проектов|0|0|0|0|0|['— достойная оплата', 'Минимум бюрократии', 'График работы 5/2,', 'График работы: 5/2', 'Оформление по тк рф', 'Оформления по тк рф', 'Компенсация питания', 'Igshid=o35vha9botn5', 'Полный рабочий день', 'Чай, кофе, печеньки', 'Бесплатная парковка.', 'Оформление по тк рф.', 'Чай, кофе, конфетки.', 'Разноплановые задачи', 'Гибкий график работы', 'Регулярное обучение.', 'Руководитель филиала', 'Полный рабочий день.', 'Фикс + бонусы по kpi', '— приятный коллектив', 'Офис: м. семеновская', 'Профессиональный рост', '— пицца по четвергам.', '— оформление по тк рф', 'Удобный офис в центре']
170|Руководитель IT проектов|0|0|0|0|1|['Соц. пакет по тк рф', 'Интересные проекты.', 'Профсоюзные льготы.', 'Тк рф м. бауманская.', 'Офис в районе цирка.', 'Введение в должность', 'Оформление по тк рф.', 'Дмс, мобильная связь', 'Гибкий график работы', 'Офис в центре города', 'Полный рабочий день.', 'Условия обсуждаются.', 'Офис: м. семеновская', 'Дружелюбный коллектив', 'Сдельная оплата труда', 'Новый комфортный офис', 'Возможны командировки', 'Медицинская страховка', 'Дмс, страхование жизни', 'Трудоустройство в штат', 'З/пл до 150 000 рублей', 'Расширенный соц. пакет', 'Корпоративное обучение', 'Отсутствие бюрократизма', 'Столовая в здании офиса']
171|Руководитель технического отдела|0|0|0|0|1|['Пятидневная рабочая неделя', '5-ти дневная рабочая неделя', 'Официальное трудоустройство', 'Сложные и интересные задачи', 'Скидки сотрудникам компании', 'Испытательный срок 3 месяца', 'Отличный, дружный коллектив.', 'Чай-кофе, пицца от партнеров', 'Скидки на услуги стоматологии', 'График работы с 9:00 до 20:00', 'Обсуждаются при личной встрече', 'График работы 5/2 с 9.00-18.00', 'Трудоустройство согласно тк рф', 'Заработная плата от 40 тыс.руб.', 'Испытательный срок до 3 месяцев', 'Официальное оформление по тк рф', 'Сформированный технический отдел', 'Премия за стаж работы в компании', 'Профессиональный и карьерный рост', 'График работы 5/2 c 8:00 до 17:00', 'Рост: карьерный и как специалиста.', 'Корпоративная мобильная связь, гсм', 'Оформление по тк рф, раб. день 5/7', 'Офис при производстве в г. подольск', 'Стабильная высокая заработная плата']
172|Руководитель технической службы|0|0|0|0|1|['Белая заработная плата (оклад+ kpi)', 'Трудоустройство в соответствии с тк рф', 'График работы: 5/2 с 9-00ч. до 18-00ч.', '1. полное соответствие требованиям тк рф', 'Бесплатное питание, льготный дмс, обучение', 'Полная занятость с 9.00 до 18.00 рабочий день', 'Оформление в соответствии с тк рф ( белая з/п)', 'Режим работы: понедельник пятница, в г. дзержинск', 'Ежегодный оплачиваемый отпуск 28 календарных дней', '4. корпоративный транспорт от станции электроугли ·', 'Достойное компетентного кандидата предложение дохода', 'Возможность профессионального роста в западной компаний', 'С ресурсами необходимыми для достижения амбициозных задач', 'Офис м. алексеевская (шаговая доступность). \u200b\u200b\u200b\u200b\u200b\u200b\u200b\u200b\u200b\u200b\u200b\u200b\u200b\u200b', 'Полностью укомплектованное рабочее место в просторном кабинете', 'Возможность работы: в команде увлечённых и неравнодушных людей', '2. конкурентная заработная плата + бонусная система премирования', 'Официальная заработная плата оклад + премия социальный пакет. \u200b\u200b\u200b', 'Заработная плата обсуждается индивидуально с успешными кандидатами', 'Компенсационный пакет: оплата мобильной связи, дмс, страхование жизни', 'Режим работы 5/2 (с 8:30 до 17:00), суббота, воскресенье выходные дни', 'Работа в команде с лучшими профессионалами над сложными и интересными задачами', 'Официальное трудоустройство в соответствии с требованиями трудового законодательства рф', 'Работа в крупной динамично развивающейся компании, мировом лидере на рынке березовой фанеры', 'Возможность профессионального роста в западной компаний достойный уровень заработной платы.']
174|Сервисный инженер|0|0|0|0|1|['Пятидневная рабочая неделя', 'Испытательный срок 1-3 мес.', 'Официальное трудоустройство', 'Пятидневка с 09.00 до 18.00', 'Оборудованное рабочее место', 'Испытательный срок 3 месяца', 'Скидки на продукцию компании', 'Возможность карьерного роста', 'График работы 5/2 с 9 до 18.', 'Корпоративная мобильная связь', 'Трудоустройство, согласно тк рф', 'Работа в офисе без командировок', 'График работы 5/2 с 9:00 до 18:00', 'График работы 5/2 с 9.00 до 18.00', 'График работы 5/2 с 8:30 до 17:30', 'Корпоративное обучение и тренинги', 'Бесплатное корпоративное обучение', 'Подземная парковка для автомобиля', 'Высокая заработная плата, оклад+%', 'Достойный уровень заработной платы', 'Перспективы профессионального роста', 'Работа в молодом дружном коллективе', 'Пятидневка, график: с 8-30 до 17-30', 'Внешние профессиональные мероприятия', 'График работы 5/2 (с 09-00 до 19-00)']
173|Сервисный инженер|0|0|0|0|0|['Отпуск 28+8', 'Спец.одежда', 'Командировки', 'Сертификация', 'Работа в 1с.', 'Оклад + бонус', 'Годовой бонус', 'Оклад+ премии', 'Монтаж кабеля', 'График гибкий', 'Оформление тк', '000 до 80&#39', 'Соцпакет, дмс', 'Оклад + премии', 'Белая зарплата', 'Сменный график', 'Ремонт аас эта', 'Оклад + премия', 'Карьерный рост', 'Фикс часть + %', 'Стабильная з\\п', 'График сменный', 'Оклад + бонусы', 'Оклад + сделка', 'Комфортный офис']
175|Системный администратор|0|0|0|0|0|['C=0&amp', '-вахта.', 'Белая зп', 'Профсоюз', 'Соцпакет', 'Обучение', 'Развозка', 'Дмс и нс', 'Питание.', 'Столовая', 'Ис: 2 мес', 'Соц пакет', 'Развозка.', 'Соц.пакет', 'Обучение.', 'Белая зп.', 'Транспорт', 'Соцпакет.', 'Полис дмс', 'Чай, кофе', 'График 5\\2', 'Пятидневка', 'Есть вахта', '5\\2 атырау', 'Полис дмс.']
176|Системный администратор|0|0|0|1|0|['Дружный коллектив.', 'Бесплатное питание', 'Молодой коллектив.', 'График работы: 5/2', 'Оформление по тк рф', 'Работа в засвияжье.', 'Свободный дресс-код', 'Предоставляется дмс', 'Корпоративная связь', 'Корпоративные скидки', '-служебный транспорт', 'Корпоративный спорт.', 'Офис в центре города', 'Стандартный соцпакет', 'Дмс со стоматологией', 'Лояльное руководство', 'Ежеквартальные бонусы', 'Корпоративные скидки.', 'Кофе, чай за наш счёт', 'График 5/2 9.00-18.00', 'Официальное оформление', 'Годовое вознаграждение', 'Компенсация моб. связи', 'Работа в центре города', 'Компиляция (gcc, make)']
177|Системный администратор|0|0|1|0|0|['Интересные проекты', 'График работы: 5/2', 'Оформление по тк рф', 'График 5/2 с 817.00', 'График работы (5/2)', 'Свободный дресс-код', 'Хорошие знания linux', 'Оформление по тк рф.', 'Корпоративная связь.', '5/2 с 08:00 до 17:00', 'Пн.-пт. с 9:00-18:00', 'Соблюдение дресс-кода', 'Профессиональный рост', 'Место работы: блюхера', 'Оплата сотовой связи.', 'Медицинская страховка', 'Место работы удаленно', 'Корпоративная парковка', 'Официальное оформление', '\u200b\u200b\u200b\u200b\u200b\u200b\u200bпятничное пиво.', 'Оплата мобильной связи', 'Корпоративная столовая', 'Мы «за» карьерный рост', 'Пн.-пт с 9:00 до 18:00', 'Белая заработная плата']
178|Системный администратор|0|1|0|0|0|['Бесплатные обеды.', 'Возможности роста', 'Дружный коллектив', 'График работы 5/2', 'Установка ос и по', 'Молодой коллектив', 'Оклад 45000 (net)', 'Отличный коллектив', 'Оплачиваемые обеды', 'Условия пятидневка', 'Отпуск согласно тк', 'График работы: 5х2', 'Офис в ст. кстово.', 'Дружный коллектив.', 'Квартальные премии', 'Интересные проекты', 'Оформление по ткрф', 'График работы 5/2.', 'Бесплатное питание', 'График работы: 5/2', 'Оформление по тк рб', 'Свободный дресс-код', '· дружный коллектив', 'Частичная занятость', 'Компенсация питания']
179|Системный администратор|1|0|0|0|0|['График с 10 до 18 часов, 5/2', 'Рассмотрим без опыта работы.', 'Корпоративные бонусы и плюшки', 'Работа в команде специалистов', 'Буфет+кофе автомат от компании', 'Оплата 6000р./нед (8000р./нед)', 'График стажировки индивидуален', 'Период стажировки-до 3 месяцев.', 'Официальное оформление по тк рф', 'Длительность стажировки 2 месяца', 'Режим работы пн.-пт., 8:00-16:30', 'Рабочая неделя пн-пт, с 9 до 18.', 'Оформление в соответствии с тк рф', 'Оклад по результатам собеседования', 'Конкурентоспособное вознаграждение', 'Гибкий график работы 5/2 9.00-15.00', 'Возможности для обучения и развития', 'Официальное трудоустройство по тк рф', 'Официальное трудоустройство, соцпакет', 'График обучения пн-пт с 9:00 до 18:00', 'Возможность профессионального развития', 'Стипендия на время стажировки\\обучения', 'Место работы г. оренбург, ул.салмышская', 'График работы обсуждается индивидуально', 'Это работа с умными и интересными людьми']
180|Системный аналитик|0|0|0|0|0|['Достойная з\\п.', 'Белая зарплата', 'Карьерный рост', 'Годовая премия', 'Комфортный офис', 'Карьерный рост.', 'Работа удаленно', 'Конкурентная зп', 'Дмс+стоматология', 'Есть хороший дмс', 'Скидки на фитнес', 'Оформление по тк', 'Полная занятость', 'Социальный пакет', 'Удаленная работа', 'Оплата релокации', 'Проектная премия', 'Тренажерный зал.', '∙ годовые премии', 'Кофе, чай в офисе', 'Локация г. ижевск', 'Отличный соцпакет', 'Детские праздники', 'Офис: москва-сити', 'Вакансия в алматы']
181|Системный аналитик|0|0|0|1|0|['Полностью белая зарплата', 'Комфортные условия труда', 'Трудоустройство по тк рф', 'Оформление согласно тк рф', 'График работы: 9-18/10-19', 'М.аэропорт (5 мин.пешком)', 'Обучение за счет компании', 'Зарплата белая от 180&#39', 'Место работы: бц рига-лэнд', 'В офисе работает химчистка', 'Профессиональное развитие.', 'Пятидневная рабочая неделя', 'Работа в проектной команде', 'Дружный и молодой коллектив', 'Гибкое начало дня до 12:00.', '5-ти дневная рабочая неделя', 'Официальное трудоустройство', 'Чай, кофе, печеньки, фрукты', 'График работы: 5-ти дневный.', 'Возможность удаленной работы', 'Комфортный и просторный офис.', 'Перспективы карьерного роста.', 'Корпоративная мобильная связь', 'Конкурентная заработная плата', 'Страхование выезжающих за рубеж']
182|Системный аналитик|0|0|1|0|0|['Молодой и дружный коллектив.', 'Конкурентная заработная плата', 'Официальное оформление по тк рф', 'Работа в команде профессионалов.', 'Отличая профессиональная команда', 'Работа с передовыми технологиями', 'Стабильная белая зарплата, премии', 'Отличная профессиональная команда', 'Динамичная корпоративная культура.', 'График работы с 9-18ч. или 10-19 ч.', 'Уникальный комплекс интересных задач', 'Скидки на изучение английского языка', 'Добровольное медицинское страхование', 'Возможность обучения за счёт компании', 'Конкурентный уровень заработной платы', 'Официальное оформление, белая зарплата', 'Современное оборудование рабочего места', 'Корпоративное обучение за счет компании', 'Корпоративное обучение английскому языку', 'Возможности дальнейшего карьерного роста', 'Участие в масштабных интересных проектах', 'Скидки на бренды группы – witt и bonprix', '+ 4 корпоративных дня к основному отпуску', 'Полностью официальное оформление по тк рф', 'Соцпакет, включая дмс и компенсацию спорта']
183|Системный аналитик|0|1|0|0|0|['Комфортабельный офис м. пражская.', 'Комфортный офис, дружный коллектив', 'Грамотная устная и письменная речь', 'График работы: понедельник пятница', 'Работа с современными технологиями', 'Зп 50 000 рублей (полностью белая)', 'Возможность профессионального роста', 'Конкурентоспособная заработная плата', 'Офис метро маяковская (1 мин пешком)', 'Рабочее место на территории сов.сибири', 'Социальный пакет (дмс, мобильная связь)', 'Пятидневная рабочая неделя с 9:00 до 18:00', 'Молодой и дружный коллектив профессионалов.', 'Белый оклад и бонусы по результатам проектов', 'Оформление в соответствии с трудовым кодексом', 'Огромная tech-библиотека в твоем распоряжении', 'Официальное оформление по тк рф с первого дня', 'Перспективы карьерного и горизонтального роста', 'Опытный наставник на время испытательного срока', 'Стабильная заработная плата + система мотивации', 'Дмс (после года работы), корпоративное обучение', 'Бесплатные и вкусные обеды в уютном tinkoff.сafe', 'Чай-кофе за счет работодателя. ждем ваше резюме.', 'Возможность профессионального и карьерного роста', 'Возможности профессионального и карьерного роста']
184|Специалист 1С|0|0|0|0|0|['Столовая', 'Знание 1с', 'От 25000р', 'Развитие.', 'Соц.пакет', 'День/ночь', 'С 9 до 18', 'Белая з/п', 'Обучение.', 'Соцпакет.', '5/2, тк рф', 'График 1/3', 'Пятидневка', 'Полис дмс.', 'График 5/2', 'Оформление', 'Работа 6/1', 'Соц. пакет', 'Знание 1с8', 'Соц.пакет.', 'М.киевская', 'График 2/2', '11:00-20:00', '11.00-20.00', 'График 5\\2.']
185|Специалист 1С|0|0|0|0|1|['Профессиональный коллектив', 'Оформление строго по тк рф', 'Пятидневная рабочая неделя', 'Дружный молодой коллектив.', 'Условия участие в проектах', 'Официальное трудоустройство', 'Интересные задачи и проекты', 'Возможность карьерного роста', 'Полный социальный пакет, дмс', 'Интересные масштабные проекты', 'Корпоративная мобильная связь', 'Устройство на работу по тк рф', 'Конкурентная заработная плата', 'График работы 5/2, 9:30-18:30', 'Интересные комплексные проекты', 'Возможность обучения и развития', 'Комфортное офисное пространство', 'Отличная высококлассная команда', 'Уровень дохода 120-180 т.р./мес', 'Развитая корпоративная культура', 'Испытательный срок до 3 месяцев', 'Высокий уровень заработной платы', 'Достойная белая заработная плата', 'Профессиональный и карьерный рост', 'Дополнительные плюшки от компании']
